article,word_count,non_stopword_count,non_stopword_percentage,stopword_count,stopword_percentage,avg_word_length,avg_sent_length,paragraph_count,common_words,readability_score
Arugula,360,238,0.6611111111111111,122,0.3388888888888889,4.488888888888889,120.375,23,"[('rocket', 9), ('arugula', 7), ('used', 4), ('also', 3), ('vegetable', 3), ('cultivated', 3), ('wikipedia', 2), ('food', 2), ('leafy', 2), ('garden', 2)]",54.32
Household_income_in_the_United_States,6799,4872,0.7165759670539785,1927,0.2834240329460215,4.470216208265922,181.90404040404042,73,"[('income', 198), ('household', 123), ('households', 94), ('median', 89), ('top', 37), ('states', 36), ('united', 26), ('degree', 26), ('us', 24), ('incomes', 24)]",64.0
Rutherfordium,511,386,0.7553816046966731,125,0.2446183953033268,4.704500978473582,247.42857142857142,17,"[('element', 11), ('rutherfordium', 7), ('nuclear', 5), ('chemical', 4), ('rf', 4), ('symbol', 4), ('dubnium', 3), ('periodic', 3), ('table', 3), ('name', 3)]",39.57
Hubble's_law,2553,1638,0.6415981198589894,915,0.3584018801410106,4.490403446925186,180.4078947368421,43,"[('hubble', 43), ('universe', 42), ('age', 18), ('value', 18), ('constant', 13), ('time', 13), ('law', 11), ('big', 11), ('distance', 11), ('would', 10)]",46.1
Diego_Garcia,2486,1681,0.6761866452131939,805,0.3238133547868061,4.490748189863234,148.15217391304347,53,"[('diego', 44), ('garcia', 44), ('island', 20), ('military', 14), ('base', 14), ('united', 10), ('ships', 10), ('mv', 10), ('atoll', 9), ('british', 9)]",61.56
Comoros,1820,1281,0.7038461538461539,539,0.29615384615384616,4.745604395604396,142.7123287671233,45,"[('comoros', 32), ('islands', 14), ('president', 14), ('french', 11), ('france', 11), ('mayotte', 10), ('union', 9), ('government', 9), ('also', 9), ('abdallah', 8)]",44.64
Warsaw_Uprising_(1794),5271,3327,0.6311895276038703,1944,0.36881047239612974,4.708025042686398,158.7027027027027,51,"[('russian', 83), ('warsaw', 50), ('polish', 47), ('uprising', 31), ('forces', 31), ('city', 28), ('igelström', 24), ('street', 24), ('units', 21), ('arsenal', 20)]",56.69
2nd_century,663,591,0.8914027149321267,72,0.1085972850678733,4.010558069381599,478.2857142857143,20,"[('bc', 44), ('century', 6), ('hadrian', 4), ('roman', 4), ('christian', 3), ('wall', 3), ('years', 3), ('rome', 3), ('wikipedia', 2), ('decades', 2)]",39.0
Yeast,3915,2579,0.6587484035759897,1336,0.3412515964240102,4.733333333333333,127.3313953488372,91,"[('yeast', 113), ('yeasts', 41), ('used', 28), ('species', 21), ('cell', 21), ('ethanol', 16), ('growth', 15), ('fermentation', 15), ('saccharomyces', 13), ('sugars', 13)]",52.6
West_Virginia,5919,4145,0.7002872106774793,1774,0.2997127893225207,4.613448217604325,180.75956284153006,130,"[('virginia', 120), ('west', 98), ('state', 78), ('tax', 22), ('river', 21), ('new', 20), ('american', 17), ('counties', 17), ('msa', 17), ('states', 16)]",49.86
Winston_Churchill,11109,7511,0.6761184625078765,3598,0.3238815374921235,4.556935817805383,177.4561403508772,174,"[('churchill', 178), ('minister', 72), ('war', 67), ('lord', 67), ('sir', 35), ('cabinet', 33), ('prime', 31), ('secretary', 31), ('state', 30), ('house', 29)]",54.97
Malaysia,7613,5056,0.6641271509260476,2557,0.33587284907395243,4.699330093261526,151.32616487455198,117,"[('malaysia', 95), ('malay', 41), ('chinese', 29), ('british', 27), ('kuala', 25), ('states', 25), ('also', 25), ('malaya', 24), ('malaysian', 24), ('government', 21)]",49.86
Nouakchott,826,561,0.6791767554479419,265,0.32082324455205813,4.612590799031477,148.29032258064515,37,"[('nouakchott', 20), ('city', 17), ('mauritania', 7), ('capital', 5), ('population', 4), ('port', 4), ('also', 4), ('avenue', 4), ('french', 4), ('national', 4)]",52.09
Mohs_scale_of_mineral_hardness,621,468,0.7536231884057971,153,0.2463768115942029,3.917874396135266,240.92857142857142,15,"[('hardness', 12), ('scale', 9), ('mohs', 8), ('material', 8), ('diamond', 7), ('mineral', 6), ('scratch', 5), ('glass', 4), ('corundum', 4), ('apatite', 3)]",53.41
Information,3553,2136,0.6011820996341121,1417,0.398817900365888,4.633549113425274,131.1689189189189,63,"[('information', 125), ('data', 20), ('pattern', 16), ('message', 15), ('example', 14), ('used', 13), ('meaning', 13), ('one', 13), ('theory', 13), ('word', 11)]",42.92
War_and_Peace,2685,1830,0.6815642458100558,855,0.31843575418994413,4.410055865921787,155.58695652173913,53,"[('war', 30), ('russian', 23), ('tolstoy', 22), ('peace', 21), ('pierre', 17), ('novel', 15), ('napoleon', 14), ('natasha', 13), ('french', 12), ('first', 11)]",54.76
Genghis_Khan,11326,7314,0.645770792865972,4012,0.3542292071340279,4.503178527282359,146.31730769230768,194,"[('khan', 206), ('genghis', 162), ('mongol', 113), ('mongols', 59), ('empire', 57), ('temüjin', 48), ('mongolia', 38), ('military', 31), ('one', 30), ('also', 30)]",57.5
Ben_Jonson,6640,4391,0.6612951807228916,2249,0.33870481927710844,4.269126506024096,170.0854271356784,95,"[('jonson', 148), ('printed', 55), ('shakespeare', 30), ('comedy', 22), ('ben', 18), ('plays', 17), ('play', 17), ('performed', 15), ('first', 14), ('poem', 14)]",57.3
Virus,5845,3745,0.6407185628742516,2100,0.3592814371257485,4.830624465355005,141.77542372881356,108,"[('viruses', 108), ('virus', 72), ('cell', 39), ('viral', 39), ('cells', 24), ('host', 24), ('rna', 21), ('capsid', 20), ('virions', 20), ('also', 19)]",41.29
Pelagic_zone,605,381,0.6297520661157024,224,0.3702479338842975,4.3206611570247935,122.1923076923077,15,"[('zone', 15), ('ocean', 7), ('pelagic', 6), ('sea', 6), ('zones', 6), ('open', 5), ('greek', 5), ('name', 4), ('depth', 4), ('deep', 4)]",62.48
Panama,2486,1735,0.6979082864038616,751,0.3020917135961384,4.622687047465808,155.2888888888889,63,"[('panama', 67), ('america', 13), ('canal', 12), ('states', 11), ('united', 11), ('city', 10), ('latin', 9), ('building', 9), ('percent', 9), ('republic', 8)]",44.75
Johann_Wolfgang_Goethe,4338,2835,0.6535269709543569,1503,0.34647302904564314,4.454587367450438,151.3774834437086,72,"[('goethe', 73), ('one', 16), ('work', 16), ('johann', 12), ('frankfurt', 12), ('weimar', 12), ('german', 11), ('many', 11), ('would', 11), ('faust', 10)]",49.45
Recycling,3925,2685,0.6840764331210191,1240,0.3159235668789809,4.910573248407643,148.54248366013073,112,"[('recycling', 59), ('paper', 39), ('recycled', 33), ('waste', 29), ('aluminium', 26), ('material', 24), ('energy', 21), ('materials', 21), ('glass', 19), ('metals', 16)]",40.58
Geology,2058,1358,0.6598639455782312,700,0.3401360544217687,4.772108843537415,162.31944444444446,40,"[('geology', 24), ('earth', 16), ('principle', 13), ('theory', 10), ('plate', 9), ('principles', 8), ('time', 8), ('rocks', 8), ('sedimentary', 8), ('geologic', 7)]",40.48
Kuala_Lumpur,3235,2344,0.7245749613601237,891,0.27542503863987633,4.487480680061823,124.11971830985915,85,"[('lumpur', 58), ('kuala', 56), ('city', 26), ('malaysia', 19), ('centre', 17), ('malaysian', 13), ('located', 12), ('national', 12), ('kl', 11), ('towers', 11)]",62.68
Tennis,8372,5638,0.6734352603917821,2734,0.32656473960821786,4.145843287147635,149.90322580645162,132,"[('tennis', 86), ('players', 68), ('player', 65), ('grand', 38), ('game', 37), ('court', 36), ('slam', 36), ('ball', 33), ('serve', 31), ('titles', 28)]",65.76
Leicester,4760,3563,0.7485294117647059,1197,0.2514705882352941,4.412605042016807,201.4360902255639,144,"[('leicester', 97), ('city', 75), ('centre', 22), ('first', 15), ('actor', 14), ('km', 14), ('miles', 14), ('county', 13), ('england', 12), ('park', 12)]",46.61
Dad's_Army,4615,3005,0.6511375947995667,1610,0.3488624052004334,4.320910075839653,162.80405405405406,80,"[('series', 32), ('mainwaring', 30), ('army', 26), ('platoon', 23), ('dad', 21), ('film', 21), ('episode', 18), ('also', 18), ('episodes', 17), ('characters', 16)]",55.58
Ben_Nevis,2899,1877,0.647464642980338,1022,0.35253535701966193,4.328389099689548,140.20560747663552,65,"[('nevis', 48), ('ben', 41), ('summit', 26), ('mountain', 22), ('path', 14), ('carn', 13), ('dearg', 13), ('william', 12), ('north', 11), ('face', 11)]",65.96
Milan,4923,3454,0.701604712573634,1469,0.29839528742636606,4.389599837497461,159.65662650602408,94,"[('milan', 82), ('city', 45), ('milano', 37), ('italy', 25), ('one', 23), ('station', 22), ('world', 21), ('enlarge', 16), ('passenger', 16), ('di', 14)]",49.15
List_of_Archbishops_of_Canterbury,2382,1824,0.7657430730478589,558,0.23425692695214106,4.475230898404702,752.3529411764706,18,"[('translated', 64), ('died', 61), ('office', 58), ('st', 30), ('canonized', 22), ('canterbury', 20), ('william', 18), ('thomas', 17), ('john', 16), ('london', 14)]",-24.42
House,2316,1619,0.6990500863557858,697,0.30094991364421414,4.550518134715026,150.46987951807228,75,"[('house', 67), ('houses', 35), ('may', 23), ('often', 12), ('room', 10), ('construction', 10), ('people', 9), ('see', 9), ('animals', 8), ('family', 8)]",49.45
Lord's_Resistance_Army,3388,2189,0.6461038961038961,1199,0.3538961038961039,4.663813459268004,168.83185840707964,60,"[('lra', 49), ('government', 34), ('uganda', 18), ('ugandan', 16), ('conflict', 14), ('kony', 14), ('children', 13), ('acholi', 12), ('international', 12), ('sudan', 12)]",47.12
Laws_in_Wales_Acts_1535–1542,1588,958,0.6032745591939547,630,0.3967254408060453,4.425062972292191,320.7037037037037,35,"[('wales', 31), ('flag', 21), ('acts', 19), ('england', 16), ('welsh', 16), ('law', 11), ('act', 11), ('english', 11), ('language', 9), ('laws', 7)]",42.58
Tamil_language,5460,3685,0.674908424908425,1775,0.3250915750915751,4.578571428571428,149.52,123,"[('tamil', 129), ('language', 35), ('words', 28), ('languages', 23), ('used', 21), ('dialects', 19), ('spoken', 17), ('many', 17), ('sri', 16), ('script', 16)]",49.75
Woodrow_Wilson,8105,5336,0.6583590376310919,2769,0.34164096236890806,4.6578655151141275,162.5268817204301,139,"[('wilson', 194), ('war', 37), ('president', 36), ('new', 25), ('federal', 21), ('act', 20), ('american', 20), ('states', 18), ('system', 18), ('first', 18)]",52.49
Sound,1472,1037,0.704483695652174,435,0.2955163043478261,4.4572010869565215,120.47826086956522,48,"[('sound', 68), ('pressure', 31), ('hearing', 12), ('level', 11), ('speed', 9), ('sounds', 8), ('acoustic', 8), ('amplitude', 7), ('velocity', 7), ('humans', 7)]",53.21
Physics,5919,4081,0.6894745734076703,1838,0.3105254265923298,5.077715830376753,180.52820512820512,88,"[('physics', 108), ('theory', 67), ('quantum', 49), ('mechanics', 45), ('relativity', 28), ('theories', 26), ('field', 26), ('classical', 20), ('energy', 19), ('matter', 16)]",20.92
Solar_System,8529,5422,0.6357134482354321,3107,0.3642865517645679,4.387853206706531,153.30584192439864,161,"[('solar', 94), ('system', 91), ('planets', 82), ('sun', 76), ('belt', 59), ('earth', 51), ('planet', 44), ('au', 41), ('objects', 38), ('kuiper', 35)]",57.3
Spanish_language,6660,4800,0.7207207207207207,1860,0.27927927927927926,4.385735735735736,137.81673306772907,114,"[('spanish', 132), ('language', 52), ('languages', 32), ('spain', 31), ('also', 30), ('spoken', 29), ('official', 20), ('latin', 19), ('de', 18), ('english', 18)]",55.64
Patna,4242,2832,0.6676096181046676,1410,0.3323903818953324,4.401697312588402,124.77900552486187,95,"[('patna', 92), ('city', 24), ('bihar', 20), ('also', 18), ('centre', 14), ('india', 13), ('state', 12), ('college', 12), ('river', 11), ('called', 10)]",61.06
Poetry,6859,4435,0.6465957136608835,2424,0.35340428633911647,4.519317684793702,152.7219917012448,107,"[('poetry', 90), ('lines', 51), ('form', 40), ('poetic', 39), ('used', 32), ('rhyme', 32), ('poem', 31), ('forms', 31), ('meter', 29), ('often', 26)]",46.81
Principality,1238,800,0.6462035541195477,438,0.35379644588045234,5.083198707592892,153.22916666666666,44,"[('principalities', 23), ('principality', 14), ('prince', 9), ('power', 9), ('sovereign', 7), ('states', 7), ('princes', 7), ('royal', 6), ('monarch', 5), ('even', 5)]",32.73
Mentha,1098,877,0.7987249544626593,221,0.20127504553734063,4.4763205828779595,135.72727272727272,29,"[('mentha', 45), ('mint', 43), ('used', 10), ('leaves', 9), ('arvensis', 8), ('longifolia', 7), ('spicata', 7), ('plants', 6), ('aquatica', 6), ('suaveolens', 6)]",47.89
Coal,5509,3822,0.6937738246505718,1687,0.3062261753494282,4.514793973497913,168.2673796791444,100,"[('coal', 178), ('carbon', 26), ('fuel', 20), ('used', 20), ('also', 17), ('process', 17), ('oil', 16), ('production', 15), ('power', 15), ('energy', 14)]",48.23
James_Lovelock,1327,877,0.6608892238131123,450,0.33911077618688773,4.573474001507159,100.91549295774648,39,"[('lovelock', 26), ('gaia', 14), ('james', 11), ('nuclear', 10), ('isbn', 9), ('life', 8), ('university', 7), ('earth', 6), ('medicine', 5), ('mars', 5)]",53.92
Thomas_Malthus,4605,2997,0.650814332247557,1608,0.349185667752443,4.802388707926167,157.6787878787879,90,"[('malthus', 92), ('population', 67), ('growth', 24), ('theory', 22), ('food', 16), ('malthusian', 15), ('also', 14), ('thomas', 12), ('political', 12), ('social', 12)]",41.8
Retreat_of_glaciers_since_1850,9464,6164,0.6513102282333052,3300,0.34868977176669486,4.470731191885038,187.7992565055762,79,"[('glacier', 184), ('glaciers', 181), ('retreat', 76), ('ice', 76), ('since', 61), ('ft', 61), ('glacial', 45), ('retreated', 42), ('km', 33), ('retreating', 30)]",70.02
Weimar_Republic,9027,5825,0.6452863631328237,3202,0.3547136368671763,4.785864628337211,162.9744408945687,138,"[('hitler', 77), ('republic', 58), ('germany', 52), ('reichstag', 45), ('weimar', 41), ('german', 37), ('government', 35), ('party', 28), ('would', 28), ('von', 27)]",48.03
Snowball_Earth,2874,1816,0.6318719554627696,1058,0.36812804453723036,4.725817675713292,194.10714285714286,53,"[('earth', 48), ('would', 36), ('snowball', 24), ('ice', 19), ('continents', 12), ('period', 11), ('theory', 11), ('water', 11), ('time', 10), ('glacial', 10)]",42.55
Magpie,769,557,0.7243172951885566,212,0.2756827048114434,4.664499349804942,169.80769230769232,32,"[('magpie', 30), ('pica', 14), ('magpies', 12), ('european', 7), ('urocissa', 7), ('species', 7), ('blue', 6), ('may', 6), ('birds', 5), ('cissa', 5)]",44.14
Switzerland,5062,3410,0.6736467799288819,1652,0.3263532200711181,4.693204267088108,186.63636363636363,108,"[('switzerland', 69), ('swiss', 53), ('federal', 30), ('cantons', 29), ('world', 22), ('european', 20), ('french', 20), ('country', 19), ('german', 17), ('per', 14)]",49.45
Autobianchi_Primula,742,528,0.7115902964959568,214,0.2884097035040431,4.532345013477089,218.10526315789474,21,"[('primula', 12), ('fiat', 11), ('autobianchi', 10), ('car', 8), ('coupé', 7), ('engine', 7), ('cc', 7), ('mm', 6), ('drive', 5), ('concept', 5)]",45.09
Miguel_de_Cervantes,7602,4659,0.6128650355169692,2943,0.3871349644830308,4.403446461457511,203.46969696969697,112,"[('cervantes', 113), ('de', 49), ('la', 40), ('quixote', 35), ('el', 31), ('novel', 19), ('work', 19), ('first', 17), ('spanish', 16), ('romance', 16)]",50.6
Royal_Marines,6834,4643,0.6793971319871233,2191,0.3206028680128768,4.521949078138718,166.4229074889868,149,"[('royal', 130), ('marines', 121), ('commando', 87), ('marine', 39), ('training', 32), ('war', 30), ('brigade', 30), ('regiment', 28), ('navy', 24), ('part', 23)]",56.79
Irish_people,7104,5255,0.7397240990990991,1849,0.2602759009009009,4.447775900900901,202.45502645502646,102,"[('irish', 122), ('ireland', 43), ('names', 38), ('mac', 38), ('ó', 30), ('name', 23), ('english', 20), ('british', 20), ('king', 20), ('common', 19)]",45.29
British_Indian_Ocean_Territory,1762,1218,0.6912599318955732,544,0.3087400681044268,4.753688989784336,175.5438596491228,41,"[('territory', 29), ('islands', 28), ('british', 23), ('united', 20), ('indian', 16), ('ocean', 16), ('military', 15), ('kingdom', 13), ('diego', 13), ('garcia', 13)]",39.26
Barbary_Macaque,830,538,0.6481927710843374,292,0.35180722891566263,4.533734939759036,129.85714285714286,22,"[('barbary', 14), ('macaque', 13), ('monkey', 6), ('population', 5), ('gibraltar', 5), ('species', 4), ('males', 4), ('may', 4), ('macaca', 3), ('sylvanus', 3)]",52.19
Manuel_I_Komnenos,7354,4424,0.6015773728583084,2930,0.3984226271416916,4.536850693500136,152.33333333333334,104,"[('manuel', 138), ('empire', 50), ('byzantine', 43), ('egypt', 25), ('emperor', 23), ('army', 22), ('constantinople', 19), ('would', 19), ('time', 18), ('antioch', 18)]",55.88
Gas_turbine-electric_locomotive,2407,1572,0.6530951391773993,835,0.34690486082260075,4.488574989613627,103.20161290322581,38,"[('turbine', 34), ('turbines', 27), ('locomotive', 21), ('fuel', 20), ('union', 19), ('pacific', 19), ('locomotives', 16), ('power', 12), ('used', 11), ('units', 11)]",64.3
Mahmoud_Abbas,3030,1958,0.6462046204620462,1072,0.3537953795379538,4.581848184818482,173.86315789473684,63,"[('abbas', 63), ('palestinian', 36), ('arafat', 18), ('january', 15), ('authority', 13), ('united', 13), ('israeli', 13), ('mahmoud', 12), ('israel', 12), ('president', 11)]",48.33
African_Penguin,993,646,0.6505538771399798,347,0.34944612286002014,4.61127895266868,148.56756756756758,23,"[('penguins', 16), ('penguin', 12), ('african', 11), ('birds', 6), ('near', 6), ('species', 5), ('island', 5), ('cape', 5), ('town', 5), ('found', 4)]",58.42
2004_Atlantic_hurricane_season,6676,4996,0.7483523067705212,1680,0.2516476932294787,4.43708807669263,175.44,233,"[('hurricane', 126), ('tropical', 108), ('storm', 97), ('august', 65), ('season', 48), ('september', 46), ('ivan', 40), ('category', 35), ('mbar', 30), ('mph', 29)]",54.02
George_Thomas_Coker,1502,999,0.6651131824234354,503,0.3348868175765646,4.304260985352863,183.0,33,"[('coker', 33), ('vietnam', 12), ('pow', 12), ('george', 11), ('navy', 11), ('years', 10), ('scout', 9), ('scouting', 8), ('thomas', 7), ('medal', 7)]",61.46
Cape_Porcupine,372,264,0.7096774193548387,108,0.2903225806451613,4.766129032258065,108.2,14,"[('porcupine', 12), ('cape', 6), ('quills', 4), ('hystrix', 3), ('species', 3), ('africaeaustralis', 3), ('also', 3), ('wikipedia', 2), ('name', 2), ('old', 2)]",58.18
Barn_Owl,537,391,0.7281191806331471,146,0.2718808193668529,4.499068901303538,102.44827586206897,22,"[('owl', 18), ('barn', 14), ('alba', 8), ('owls', 8), ('tyto', 5), ('birds', 3), ('family', 3), ('tytonidae', 3), ('species', 3), ('also', 3)]",66.03
Dinosaur,7922,5283,0.6668770512496844,2639,0.33312294875031556,4.954683160817975,158.78839590443687,158,"[('dinosaurs', 117), ('dinosaur', 96), ('birds', 47), ('modern', 29), ('also', 24), ('museum', 20), ('discovered', 20), ('species', 20), ('bone', 19), ('found', 19)]",40.69
Niccolò_dell'Abbate,560,385,0.6875,175,0.3125,4.644642857142857,132.8695652173913,16,"[('nicolò', 4), ('niccolò', 3), ('subjects', 3), ('artists', 3), ('young', 3), ('louvre', 3), ('france', 3), ('palazzo', 3), ('landscapes', 3), ('de', 3)]",54.42
Bissau,294,210,0.7142857142857143,84,0.2857142857142857,4.7687074829931975,126.23076923076923,11,"[('bissau', 10), ('city', 6), ('centre', 4), ('wikipedia', 2), ('capital', 2), ('located', 2), ('port', 2), ('dockers', 2), ('airport', 2), ('seen', 2)]",47.49
Nazi_Germany,7824,5632,0.7198364008179959,2192,0.28016359918200406,4.780674846625767,239.7170731707317,162,"[('reich', 90), ('germany', 81), ('nazi', 77), ('german', 65), ('war', 46), ('hitler', 35), ('von', 32), ('state', 31), ('world', 20), ('party', 20)]",32.97
Antarctosaurus,1095,735,0.6712328767123288,360,0.3287671232876712,4.631050228310502,130.80851063829786,45,"[('antarctosaurus', 17), ('species', 14), ('bones', 8), ('von', 7), ('huene', 7), ('et', 7), ('al', 7), ('wichmannianus', 6), ('remains', 6), ('upchurch', 6)]",62.38
Wind,3207,2085,0.6501403180542563,1122,0.3498596819457437,4.5113813532896785,156.5045045045045,65,"[('wind', 65), ('winds', 63), ('air', 29), ('pressure', 13), ('north', 11), ('flow', 10), ('polar', 10), ('cold', 10), ('also', 9), ('land', 8)]",55.37
Sumer,4925,3327,0.6755329949238579,1598,0.3244670050761421,4.585380710659899,148.0110497237569,105,"[('sumerian', 62), ('period', 36), ('bc', 33), ('sumerians', 21), ('uruk', 20), ('sumer', 18), ('language', 18), ('first', 17), ('early', 16), ('mesopotamia', 14)]",48.74
Mega_Man_X_(character),3455,2225,0.6439942112879884,1230,0.35600578871201155,4.063386396526773,142.3613445378151,61,"[('x', 102), ('mega', 63), ('man', 62), ('zero', 48), ('sigma', 33), ('series', 26), ('maverick', 19), ('game', 14), ('hunters', 13), ('new', 12)]",65.56
Canterbury,2394,1609,0.6720969089390142,785,0.3279030910609858,4.569757727652465,161.8170731707317,76,"[('canterbury', 70), ('city', 37), ('kent', 15), ('school', 15), ('england', 13), ('st', 11), ('east', 10), ('church', 10), ('centre', 9), ('augustine', 9)]",50.16
Brothers_Grimm,1603,1056,0.6587648159700561,547,0.34123518402994385,4.618839675608235,180.85714285714286,32,"[('grimm', 22), ('brothers', 21), ('tales', 14), ('german', 14), ('grimms', 11), ('collection', 7), ('stories', 7), ('first', 6), ('edition', 6), ('wilhelm', 5)]",53.65
Wombat,1227,833,0.6788916055419723,394,0.3211083944580277,4.579462102689487,140.83333333333334,41,"[('wombat', 29), ('wombats', 20), ('australia', 6), ('species', 5), ('lasiorhinus', 5), ('would', 5), ('one', 4), ('also', 4), ('many', 4), ('park', 4)]",50.26
Indian_Standard_Time,1837,1208,0.6575939031028851,629,0.3424060968971149,4.593903102885139,173.48275862068965,35,"[('time', 69), ('india', 14), ('standard', 12), ('indian', 10), ('longitude', 10), ('local', 9), ('zone', 9), ('meridian', 8), ('frequency', 8), ('zones', 8)]",49.25
List_of_African_countries,376,284,0.7553191489361702,92,0.24468085106382978,5.085106382978723,592.75,16,"[('flag', 54), ('african', 6), ('republic', 5), ('countries', 4), ('guinea', 4), ('south', 3), ('gdp', 3), ('list', 2), ('wikipedia', 2), ('algeria', 2)]",20.35
Iron(III)_chloride,1605,1274,0.7937694704049845,331,0.2062305295950156,3.824299065420561,245.28947368421052,48,"[('chloride', 38), ('fecl', 30), ('iron', 29), ('iii', 25), ('aq', 8), ('solution', 7), ('used', 7), ('g', 6), ('ii', 6), ('fe', 6)]",40.08
Wikisource,758,514,0.6781002638522428,244,0.32189973614775724,4.882585751978892,151.0344827586207,32,"[('wikisource', 16), ('project', 13), ('texts', 9), ('language', 9), ('free', 5), ('languages', 5), ('url', 4), ('http', 4), ('created', 4), ('including', 4)]",55.13
Shackleton_(crater),1098,687,0.6256830601092896,411,0.3743169398907104,4.6329690346083785,122.95918367346938,24,"[('crater', 27), ('lunar', 16), ('shackleton', 9), ('impact', 8), ('craters', 8), ('lies', 6), ('could', 6), ('water', 6), ('south', 5), ('pole', 5)]",53.1
Zulu,2834,1870,0.6598447424135497,964,0.34015525758645027,4.613973182780522,123.24,78,"[('zulu', 46), ('south', 20), ('dingane', 14), ('cetshwayo', 13), ('people', 12), ('african', 11), ('british', 11), ('africa', 10), ('mpande', 10), ('dinuzulu', 10)]",54.02
Nationalism,8629,5496,0.6369220071850736,3133,0.3630779928149264,4.998493452311971,135.68279569892474,131,"[('nationalism', 180), ('national', 75), ('nation', 66), ('state', 54), ('nationalist', 50), ('movements', 39), ('nations', 39), ('states', 33), ('ethnic', 31), ('language', 29)]",33.65
Paleontology,866,605,0.6986143187066974,261,0.30138568129330257,5.30715935334873,148.27777777777777,36,"[('paleontology', 16), ('study', 10), ('fossils', 8), ('rock', 6), ('history', 5), ('see', 5), ('life', 5), ('animals', 4), ('evolution', 4), ('biology', 4)]",26.0
Jordanhill_railway_station,1420,949,0.6683098591549296,471,0.3316901408450704,4.530985915492958,151.25,39,"[('station', 35), ('jordanhill', 24), ('glasgow', 19), ('line', 10), ('railway', 8), ('transport', 7), ('strathclyde', 7), ('part', 7), ('new', 7), ('spt', 6)]",57.81
Great_Spotted_Woodpecker,746,475,0.6367292225201072,271,0.3632707774798928,4.349865951742627,126.125,40,"[('woodpecker', 8), ('male', 7), ('spotted', 6), ('white', 6), ('great', 5), ('crimson', 5), ('wood', 5), ('hole', 4), ('dendrocopos', 3), ('major', 3)]",61.56
Pro_Milone,2572,1525,0.5929237947122862,1047,0.4070762052877138,4.430793157076205,199.97058823529412,29,"[('milo', 39), ('cicero', 37), ('clodius', 36), ('speech', 15), ('pro', 11), ('milone', 11), ('murder', 11), ('pompey', 10), ('case', 9), ('well', 7)]",38.59
History_of_Singapore,7801,5111,0.6551724137931034,2690,0.3448275862068966,4.8495064735290345,152.33219178082192,113,"[('singapore', 150), ('british', 45), ('chinese', 27), ('government', 27), ('japanese', 26), ('raffles', 23), ('island', 22), ('new', 22), ('malaysia', 21), ('would', 21)]",49.45
Armia_Krajowa,6251,4250,0.6798912174052152,2001,0.3201087825947848,4.789153735402335,190.51612903225808,87,"[('ak', 98), ('polish', 59), ('lithuanian', 50), ('germans', 26), ('poland', 24), ('soviet', 24), ('infantry', 22), ('lithuania', 22), ('armia', 21), ('war', 20)]",37.94
Nationality,1116,775,0.6944444444444444,341,0.3055555555555556,4.931899641577061,232.86111111111111,25,"[('nationality', 24), ('law', 15), ('state', 13), ('lex', 13), ('person', 11), ('legal', 9), ('nationals', 6), ('states', 6), ('loci', 6), ('citizenship', 5)]",33.44
Yom_Kippur_War,8853,5803,0.6554840167174969,3050,0.3445159832825031,4.47610979329041,152.20322580645163,119,"[('war', 113), ('israel', 78), ('israeli', 66), ('egypt', 47), ('egyptian', 44), ('would', 42), ('october', 34), ('attack', 34), ('arab', 31), ('sadat', 28)]",56.39
Valparaíso,2287,1597,0.6982947092260603,690,0.30170529077393965,4.804547442063839,164.3846153846154,49,"[('valparaíso', 64), ('city', 19), ('chile', 17), ('also', 11), ('world', 11), ('heritage', 10), ('de', 9), ('port', 8), ('chilean', 8), ('second', 7)]",39.16
Antelope,2089,1374,0.6577309717568215,715,0.34226902824317856,4.626136907611297,137.8314606741573,46,"[('antelope', 41), ('species', 25), ('antelopes', 19), ('gazelle', 11), ('horns', 8), ('also', 8), ('many', 7), ('common', 7), ('oryx', 6), ('duiker', 6)]",59.94
Düsseldorf,3483,2476,0.7108814240597187,1007,0.28911857594028134,4.698822853861613,175.08849557522123,88,"[('düsseldorf', 83), ('city', 27), ('germany', 14), ('rhine', 13), ('district', 12), ('german', 9), ('famous', 9), ('one', 8), ('cities', 8), ('also', 8)]",49.25
Tay_Rail_Bridge,1405,909,0.6469750889679715,496,0.3530249110320285,4.429893238434164,157.72340425531914,33,"[('bridge', 47), ('tay', 23), ('iron', 9), ('railway', 8), ('bouch', 6), ('design', 6), ('disaster', 6), ('section', 6), ('william', 6), ('second', 6)]",66.07
Elementary_group_theory,3678,2596,0.7058183795541055,1082,0.2941816204458945,2.6685698749320284,163.47435897435898,105,"[('g', 113), ('h', 87), ('e', 51), ('group', 44), ('x', 41), ('theorem', 38), ('b', 36), ('subgroup', 30), ('identity', 22), ('element', 17)]",72.05
Children's_Crusade,1818,1157,0.6364136413641364,661,0.3635863586358636,4.417491749174918,152.984126984127,42,"[('children', 38), ('crusade', 31), ('poor', 7), ('people', 6), ('sources', 6), ('first', 5), ('france', 5), ('many', 5), ('two', 5), ('later', 5)]",57.91
William_Tecumseh_Sherman,7080,4451,0.6286723163841808,2629,0.3713276836158192,4.460875706214689,168.5486725663717,115,"[('sherman', 169), ('war', 52), ('general', 45), ('grant', 38), ('army', 36), ('military', 22), ('union', 19), ('william', 18), ('georgia', 18), ('confederate', 17)]",57.81
